id,name,description_sale,description_purchase,default_code,tag_ids,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,standard_price,list_price,qty_available
product_product_107,Wall T42 PIR Stainless steel 304/Stainless steel 304,,,P10107,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_108,Wall T42 PIR Color steel sheet/Stainless steel 304,,,P10108,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_109,Wall T42 PIR Galvanized steel sheet/Stainless steel 305,,,P10109,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_110,Wall T50 PIR Color steel sheet/Color steel sheet,,,P10110,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_111,Wall T50 PIR Color steel sheet/Galvanized steel sheet,,,P10111,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_112,Wall T50 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10112,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_113,Wall T50 PIR Stainless steel 304/Stainless steel 304,,,P10113,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_114,Wall T50 PIR Color steel sheet/Stainless steel 304,,,P10114,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_115,Wall T50 PIR Galvanized steel sheet/Stainless steel 305,,,P10115,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_116,Wall T75 PIR Color steel sheet/Color steel sheet,,,P10116,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_117,Wall T75 PIR Color steel sheet/Galvanized steel sheet,,,P10117,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_118,Wall T75 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10118,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_119,Wall T75 PIR Stainless steel 304/Stainless steel 304,,,P10119,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_120,Wall T75 PIR Color steel sheet/Stainless steel 304,,,P10120,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_121,Wall T75 PIR Galvanized steel sheet/Stainless steel 305,,,P10121,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_122,Wall T100 PIR Color steel sheet/Color steel sheet,,,P10122,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_123,Wall T100 PIR Color steel sheet/Galvanized steel sheet,,,P10123,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_124,Wall T100 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10124,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_125,Wall T100 PIR Stainless steel 304/Stainless steel 304,,,P10125,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_126,Wall T100 PIR Color steel sheet/Stainless steel 304,,,P10126,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_127,Wall T100 PIR Galvanized steel sheet/Stainless steel 305,,,P10127,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_128,Wall T125 PIR Color steel sheet/Color steel sheet,,,P10128,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_129,Wall T125 PIR Color steel sheet/Galvanized steel sheet,,,P10129,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_130,Wall T125 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10130,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_131,Wall T125 PIR Stainless steel 304/Stainless steel 304,,,P10131,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_132,Wall T125 PIR Color steel sheet/Stainless steel 304,,,P10132,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_133,Wall T125 PIR Galvanized steel sheet/Stainless steel 305,,,P10133,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_134,Wall T150 PIR Color steel sheet/Color steel sheet,,,P10134,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_135,Wall T150 PIR Color steel sheet/Galvanized steel sheet,,,P10135,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_136,Wall T150 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10136,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_137,Wall T150 PIR Stainless steel 304/Stainless steel 304,,,P10137,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_138,Wall T150 PIR Color steel sheet/Stainless steel 304,,,P10138,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_139,Wall T150 PIR Galvanized steel sheet/Stainless steel 305,,,P10139,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_140,Wall T200 PIR Color steel sheet/Color steel sheet,,,P10140,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_141,Wall T200 PIR Color steel sheet/Galvanized steel sheet,,,P10141,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_142,Wall T200 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10142,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_143,Wall T200 PIR Stainless steel 304/Stainless steel 304,,,P10143,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_144,Wall T200 PIR Color steel sheet/Stainless steel 304,,,P10144,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_145,Wall T200 PIR Galvanized steel sheet/Stainless steel 305,,,P10145,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_146,Ceiling panel T25 PU.Foam Color steel sheet/Color steel sheet,,,P10146,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1200,
product_product_147,Ceiling panel T25 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10147,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1150,
product_product_148,Ceiling panel T25 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10148,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1100,
product_product_149,Ceiling panel T25 PU.Foam Stainless steel 304/Stainless steel 304,,,P10149,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2700,
product_product_150,Ceiling panel T25 PU.Foam Color steel sheet/Stainless steel 304,,,P10150,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1950,
product_product_151,Ceiling panel T25 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10151,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1900,
product_product_152,Ceiling panel T42 PU.Foam Color steel sheet/Color steel sheet,,,P10152,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1350,
product_product_153,Ceiling panel T42 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10153,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1300,
product_product_154,Ceiling panel T42 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10154,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1250,
product_product_155,Ceiling panel T42 PU.Foam Stainless steel 304/Stainless steel 304,,,P10155,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2850,
product_product_156,Ceiling panel T42 PU.Foam Color steel sheet/Stainless steel 304,,,P10156,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2100,
product_product_157,Ceiling panel T42 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10157,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2050,
product_product_158,Ceiling panel T50 PU.Foam Color steel sheet/Color steel sheet,,,P10158,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1540,
product_product_159,Ceiling panel T50 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10159,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1500,
product_product_160,Ceiling panel T50 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10160,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1450,
product_product_161,Ceiling panel T50 PU.Foam Stainless steel 304/Stainless steel 304,,,P10161,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3040,
product_product_162,Ceiling panel T50 PU.Foam Color steel sheet/Stainless steel 304,,,P10162,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2290,
product_product_163,Ceiling panel T50 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10163,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2250,
product_product_164,Ceiling panel T75 PU.Foam Color steel sheet/Color steel sheet,,,P10164,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1900,
product_product_165,Ceiling panel T75 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10165,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1850,
product_product_166,Ceiling panel T75 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10166,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1800,
product_product_167,Ceiling panel T75 PU.Foam Stainless steel 304/Stainless steel 304,,,P10167,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3400,
product_product_168,Ceiling panel T75 PU.Foam Color steel sheet/Stainless steel 304,,,P10168,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2650,
product_product_169,Ceiling panel T75 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10169,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2600,
product_product_170,Ceiling panel T100 PU.Foam Color steel sheet/Color steel sheet,,,P10170,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2000,
product_product_171,Ceiling panel T100 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10171,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1900,
product_product_172,Ceiling panel T100 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10172,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1850,
product_product_173,Ceiling panel T100 PU.Foam Stainless steel 304/Stainless steel 304,,,P10173,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3500,
product_product_174,Ceiling panel T100 PU.Foam Color steel sheet/Stainless steel 304,,,P10174,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2750,
product_product_175,Ceiling panel T100 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10175,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,2650,
product_product_176,Ceiling panel T125 PU.Foam Color steel sheet/Color steel sheet,,,P10176,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_177,Ceiling panel T125 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10177,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_178,Ceiling panel T125 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10178,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_179,Ceiling panel T125 PU.Foam Stainless steel 304/Stainless steel 304,,,P10179,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_180,Ceiling panel T125 PU.Foam Color steel sheet/Stainless steel 304,,,P10180,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_181,Ceiling panel T125 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10181,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_182,Ceiling panel T150 PU.Foam Color steel sheet/Color steel sheet,,,P10182,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_183,Ceiling panel T150 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10183,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_184,Ceiling panel T150 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10184,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_185,Ceiling panel T150 PU.Foam Stainless steel 304/Stainless steel 304,,,P10185,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_186,Ceiling panel T150 PU.Foam Color steel sheet/Stainless steel 304,,,P10186,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_187,Ceiling panel T150 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10187,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_188,Ceiling panel T200 PU.Foam Color steel sheet/Color steel sheet,,,P10188,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3200,
product_product_189,Ceiling panel T200 PU.Foam Color steel sheet/Galvanized steel sheet,,,P10189,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3150,
product_product_190,Ceiling panel T200 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,P10190,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3100,
product_product_191,Ceiling panel T200 PU.Foam Stainless steel 304/Stainless steel 304,,,P10191,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,4700,
product_product_192,Ceiling panel T200 PU.Foam Color steel sheet/Stainless steel 304,,,P10192,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3950,
product_product_193,Ceiling panel T200 PU.Foam Galvanized steel sheet/Stainless steel 305,,,P10193,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,3900,
product_product_194,Ceiling panel T25 Rockwool Color steel sheet/Color steel sheet,,,P10194,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_195,Ceiling panel T25 Rockwool Color steel sheet/Galvanized steel sheet,,,P10195,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_196,Ceiling panel T25 Rockwool Galvanized steel sheet/Galvanized steel sheet,,,P10196,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_197,Ceiling panel T25 Rockwool Stainless steel 304/Stainless steel 304,,,P10197,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_198,Ceiling panel T25 Rockwool Color steel sheet/Stainless steel 304,,,P10198,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_199,Ceiling panel T25 Rockwool Galvanized steel sheet/Stainless steel 305,,,P10199,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_200,Ceiling panel T42 Rockwool Color steel sheet/Color steel sheet,,,P10200,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_201,Ceiling panel T42 Rockwool Color steel sheet/Galvanized steel sheet,,,P10201,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_202,Ceiling panel T42 Rockwool Galvanized steel sheet/Galvanized steel sheet,,,P10202,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_203,Ceiling panel T42 Rockwool Stainless steel 304/Stainless steel 304,,,P10203,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_204,Ceiling panel T42 Rockwool Color steel sheet/Stainless steel 304,,,P10204,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_205,Ceiling panel T42 Rockwool Galvanized steel sheet/Stainless steel 305,,,P10205,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_206,Ceiling panel T50 Rockwool Color steel sheet/Color steel sheet,,,P10206,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_207,Ceiling panel T50 Rockwool Color steel sheet/Galvanized steel sheet,,,P10207,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_208,Ceiling panel T50 Rockwool Galvanized steel sheet/Galvanized steel sheet,,,P10208,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_209,Ceiling panel T50 Rockwool Stainless steel 304/Stainless steel 304,,,P10209,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_210,Ceiling panel T50 Rockwool Color steel sheet/Stainless steel 304,,,P10210,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
